226
33494,Admin_Six Core Asset ETFs Tactical Asset Allocation Moderate,2011-05-27 00:00:00,fail,2011-09-07 18:10:17,2011-09-07 18:10:30,12.806secs,success.
33438,Admin_Retirement Income ETFs_Strategic Asset Allocation_delmar15,2011-08-01 00:00:00,fail,2011-09-07 18:10:30,2011-09-07 18:10:31,0.679secs,"Exception : No price exception!
Security ID : 890
Security Name : CASH
Date : 2011-08-01 00:00:00.0
	com.lti.cache.YearCache.getValue(YearCache.java:123)
	com.lti.cache.YearCache.getOpen(YearCache.java:69)
	com.lti.service.impl.SecurityManagerImplWithYearCache.getOpenPrice(SecurityManagerImplWithYearCache.java:78)
	com.lti.executor.Simulator.refreshprice(Simulator.java:336)
	com.lti.executor.Simulator.simulate(Simulator.java:930)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33417,Terence_Retirement Income ETFs_Strategic Asset Allocation_test_2,2011-05-06 00:00:00,fail,2011-09-07 18:10:31,2011-09-07 18:10:41,10.211secs,success.
33416,Terence_Retirement Income ETFs_Strategic Asset Allocation_test_1,2011-05-06 00:00:00,fail,2011-09-07 18:10:41,2011-09-07 18:10:49,7.536secs,success.
33406,Terence_Six Core Asset ETFs_Strategic Asset Allocation_D_1,2011-09-06 00:00:00,fail,2011-09-07 18:10:49,2011-09-07 18:11:00,11.294secs,success.
33402,Terence_Six Core Asset ETFs_Strategic Asset Allocation_13,2011-09-06 00:00:00,fail,2011-09-07 18:11:00,2011-09-07 18:11:08,8.09secs,success.
33401,Terence_Six Core Asset ETFs_Strategic Asset Allocation_12,2011-09-06 00:00:00,fail,2011-09-07 18:11:08,2011-09-07 18:11:16,7.988secs,success.
33400,Terence_Six Core Asset ETFs_Strategic Asset Allocation_11,2011-09-06 00:00:00,fail,2011-09-07 18:11:16,2011-09-07 18:11:24,7.694secs,success.
33397,Test_MPIQ_Etrtestade All Star Funds_Strategic Asset Allocation,2011-05-06 00:00:00,fail,2011-09-07 18:11:24,2011-09-07 18:11:35,11.314secs,success.
33390,test Test_MPIQ_TD Ameritrade Commission Free ETFs_Strategic Asset Allocation,2011-05-06 00:00:00,fail,2011-09-07 18:11:35,2011-09-07 18:11:47,11.686secs,success.
33388,terence test4_Six Core Asset ETFs_Strategic Asset Allocation,2011-07-01 00:00:00,fail,2011-09-07 18:11:47,2011-09-07 18:11:47,0.421secs,"Exception : No price exception!
Security ID : 890
Security Name : CASH
Date : 2011-07-01 00:00:00.0
	com.lti.cache.YearCache.getValue(YearCache.java:123)
	com.lti.cache.YearCache.getOpen(YearCache.java:69)
	com.lti.service.impl.SecurityManagerImplWithYearCache.getOpenPrice(SecurityManagerImplWithYearCache.java:78)
	com.lti.executor.Simulator.refreshprice(Simulator.java:336)
	com.lti.executor.Simulator.simulate(Simulator.java:930)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33380,test_Six Core Asset ETFs_Strategic Asset Allocation_delmar_5,2011-09-06 00:00:00,fail,2011-09-07 18:11:47,2011-09-07 18:11:55,7.798secs,success.
33379,test_Six Core Asset ETFs_Strategic Asset Allocation_delmar_4,2011-09-06 00:00:00,fail,2011-09-07 18:11:55,2011-09-07 18:12:03,7.964secs,success.
33378,test_Six Core Asset ETFs_Strategic Asset Allocation_delmar_3,2011-09-06 00:00:00,fail,2011-09-07 18:12:03,2011-09-07 18:12:11,7.718secs,success.
33377,test_Six Core Asset ETFs_Strategic Asset Allocation_delmar_2,2011-09-06 00:00:00,fail,2011-09-07 18:12:11,2011-09-07 18:12:19,8.608secs,success.
33376,test_Six Core Asset ETFs_Strategic Asset Allocation_delmar_1,2011-09-06 00:00:00,fail,2011-09-07 18:12:19,2011-09-07 18:12:27,7.831secs,success.
33367,test 070702 Schwab OneSource Select List Funds_Strategic Asset Allocation,2011-07-18 00:00:00,fail,2011-09-07 18:12:27,2011-09-07 18:12:34,6.879secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33366,test 0707 TD Ameritrade Commission Free ETFs_Strategic Asset Allocation,2011-05-06 00:00:00,fail,2011-09-07 18:12:34,2011-09-07 18:12:41,7.25secs,success.
33363,test_Six Core Asset ETFs_Strategic Asset Allocation_0707,2011-09-06 00:00:00,fail,2011-09-07 18:12:41,2011-09-07 18:12:49,7.79secs,success.
33362,test_Six Core Asset ETFs_Strategic Asset Allocation_33,2011-09-06 00:00:00,fail,2011-09-07 18:12:49,2011-09-07 18:12:57,8.039secs,success.
33361,test_MyPlanIQ Diversified Core Allocation ETF Plan_Strategic Asset Allocation_22,2011-05-06 00:00:00,fail,2011-09-07 18:12:57,2011-09-07 18:13:05,7.745secs,success.
33360,test_Six Core Asset ETFs_Strategic Asset Allocation_11,2011-09-06 00:00:00,fail,2011-09-07 18:13:05,2011-09-07 18:13:13,7.769secs,success.
33358,terence test 0707 Schwab OneSource Select List Funds_Tactical Asset Allocation,2011-07-18 00:00:00,fail,2011-09-07 18:13:13,2011-09-07 18:13:14,0.917secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33357,test 3 Six Core Asset ETFs_Strategic Asset Allocation,2011-09-06 00:00:00,fail,2011-09-07 18:13:14,2011-09-07 18:13:21,7.759secs,success.
33356,terence test2 Six Core Asset ETFs_Strategic Asset Allocation,2011-09-06 00:00:00,fail,2011-09-07 18:13:21,2011-09-07 18:13:29,7.934secs,success.
33351,test_MyPlanIQ Diversified Core Allocation EnTF Plan_Strategic Asset Allocation,2011-05-06 00:00:00,fail,2011-09-07 18:13:29,2011-09-07 18:13:36,7.271secs,success.
33341,admin_test1_MyPlanIQ Diversified Core Allocation ETF Plan_Strategic Asset Allocation,2011-05-06 00:00:00,fail,2011-09-07 18:13:36,2011-09-07 18:13:44,7.089secs,success.
33340,test_MyPlanIQ Diversified Core Allocation ETF Plan_Strategic Asset Allocation_9,2011-05-06 00:00:00,fail,2011-09-07 18:13:44,2011-09-07 18:13:51,7.284secs,success.
33338,test_TD Ameritrade Commission Free ETFs_Strategic Asset Allocation_2,2011-09-01 00:00:00,fail,2011-09-07 18:13:51,2011-09-07 18:14:54,62.849secs,success.
33337,test_MyPlanIQ Diversified Core Allocation ETF Plan_Strategic Asset Allocation_2,2011-05-06 00:00:00,fail,2011-09-07 18:14:54,2011-09-07 18:15:02,8.079secs,success.
33333,test_MyPlanIQ Diversified Core Allocation ETF Plan_Tactical Asset Allocation_4,2011-05-06 00:00:00,fail,2011-09-07 18:15:02,2011-09-07 18:15:10,8.122secs,success.
33332,test_MyPlanIQ Diversified Core Allocation ETF Plan_Tactical Asset Allocation_3,2011-05-06 00:00:00,fail,2011-09-07 18:15:10,2011-09-07 18:15:18,7.999secs,success.
33331,test_TD Ameritrade Commission Free ETFs_Tactical Asset Allocation_2,2011-09-01 00:00:00,fail,2011-09-07 18:15:18,2011-09-07 18:15:29,11.561secs,success.
33330,test_MyPlanIQ Diversified Core Allocation ETF Plan_Tactical Asset Allocation_2,2011-05-06 00:00:00,fail,2011-09-07 18:15:29,2011-09-07 18:15:38,8.04secs,success.
33329,test_Hewlett Packard 401K_Tactical Asset Allocation_8,2011-08-10 00:00:00,fail,2011-09-07 18:15:38,2011-09-07 18:15:45,7.413secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33328,test_Hewlett Packard 401K_Tactical Asset Allocation_7,2011-08-10 00:00:00,fail,2011-09-07 18:15:45,2011-09-07 18:15:47,1.577secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33327,test_Hewlett Packard 401K_Tactical Asset Allocation_6,2011-08-10 00:00:00,fail,2011-09-07 18:15:47,2011-09-07 18:15:47,0.697secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33326,test_Hewlett Packard 401K_Tactical Asset Allocation_5,2011-08-10 00:00:00,fail,2011-09-07 18:15:47,2011-09-07 18:15:49,1.771secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33312,test_Hewlett Packard 401K_Tactical Asset Allocation_4,2011-08-10 00:00:00,fail,2011-09-07 18:15:49,2011-09-07 18:15:50,0.972secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33309,test_Hewlett Packard 401K_Tactical Asset Allocation14,2011-08-10 00:00:00,fail,2011-09-07 18:15:50,2011-09-07 18:15:51,1.471secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33308,test_Hewlett Packard 401K_Tactical Asset Allocation13,2011-08-10 00:00:00,fail,2011-09-07 18:15:51,2011-09-07 18:15:52,0.687secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33307,test_Hewlett Packard 401K_Tactical Asset Allocation12,2011-08-10 00:00:00,fail,2011-09-07 18:15:52,2011-09-07 18:15:53,0.959secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33306,test_Hewlett Packard 401K_Tactical Asset Allocation10,2011-08-10 00:00:00,fail,2011-09-07 18:15:53,2011-09-07 18:15:54,0.976secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33305,test_Hewlett Packard 401K_Tactical Asset Allocation11,2011-08-10 00:00:00,fail,2011-09-07 18:15:54,2011-09-07 18:15:55,1.262secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33304,Admin_Hewlett Packard 401K Strategic Asset Allocation Moderate7,2011-08-10 00:00:00,fail,2011-09-07 18:15:55,2011-09-07 18:15:56,0.429secs,"Cannot get the parameter of name: AssetFundString, type:String[], value:{}
	com.lti.util.simulator.ParameterUtil.fetchParameter(ParameterUtil.java:260)
	com.lti.compiledstrategy.Strategic_Asset_Allocation771.fetchParameters(Strategic_Asset_Allocation771.java:268)
	com.lti.executor.Simulator.init(Simulator.java:369)
	com.lti.executor.Simulator.simulate(Simulator.java:901)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33303,test_MyPlanIQ Diversified Core Allocation ETF Plan_Tactical Asset Allocation8,2011-05-06 00:00:00,fail,2011-09-07 18:15:56,2011-09-07 18:16:05,9.152secs,success.
33301,test_MyPlanIQ Diversified Core Allocation ETF Plan_Tactical Asset Allocation2,2011-05-06 00:00:00,fail,2011-09-07 18:16:05,2011-09-07 18:16:14,9.115secs,success.
33299,test_Hewlett Packard 401K_Tactical Asset Allocation7,2011-08-10 00:00:00,fail,2011-09-07 18:16:14,2011-09-07 18:16:15,0.688secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33288,test2 Admin_Hewlett Packard 401K Strategic Asset Allocation Moderate,2011-07-18 00:00:00,fail,2011-09-07 18:16:15,2011-09-07 18:16:17,2.105secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33287,test1 Admin_Hewlett Packard 401K Strategic Asset Allocation Moderate,2011-07-18 00:00:00,fail,2011-09-07 18:16:17,2011-09-07 18:16:17,0.679secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33285,Admin_Hewlett Packard 401K Strategic Asset Allocation Moderate6,2011-07-18 00:00:00,fail,2011-09-07 18:16:17,2011-09-07 18:16:24,6.206secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33284,Admin_test 0624 Admin_Schwab ETF Select List Strategic Asset Allocation Moderate,2011-05-06 00:00:00,fail,2011-09-07 18:16:24,2011-09-07 18:16:34,10.517secs,success.
33283,Admin_Hewlett Packard 401K Strategic Asset Allocation Moderate4,2011-07-18 00:00:00,fail,2011-09-07 18:16:34,2011-09-07 18:16:36,1.786secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33282,test 0624 Admin_Schwab ETF Select List Strategic Asset Allocation Moderate,2011-07-01 00:00:00,fail,2011-09-07 18:16:36,2011-09-07 18:16:38,1.251secs,"Exception : No price exception!
Security ID : 890
Security Name : CASH
Date : 2011-07-01 00:00:00.0
	com.lti.cache.YearCache.getValue(YearCache.java:123)
	com.lti.cache.YearCache.getOpen(YearCache.java:69)
	com.lti.service.impl.SecurityManagerImplWithYearCache.getOpenPrice(SecurityManagerImplWithYearCache.java:78)
	com.lti.executor.Simulator.refreshprice(Simulator.java:336)
	com.lti.executor.Simulator.simulate(Simulator.java:930)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33280,test 4 Admin_Vanguard ETFs Strategic Asset Allocation Moderate,2011-06-09 00:00:00,fail,2011-09-07 18:16:38,2011-09-07 18:16:44,6.364secs,"Index: 6,Size: 6
	java.util.SubList.rangeCheck(Unknown Source)
	java.util.SubList.get(Unknown Source)
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33278,Admin_Admin_Vanguard ETFs Strategic Asset Allocation Moderate,2011-06-09 00:00:00,fail,2011-09-07 18:16:44,2011-09-07 18:16:45,1.321secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
33276,Admin_Vanguard ETFs Strategic Asset Allocation Moderate,2011-09-01 00:00:00,fail,2011-09-07 18:16:45,2011-09-07 18:17:18,32.832secs,success.
33274,test 2 Admin_Vanguard ETFs Strategic Asset Allocation Moderate,2011-06-08 00:00:00,fail,2011-09-07 18:17:18,2011-09-07 18:17:21,2.839secs,"null
	com.lti.executor.Simulator.dividendAdjustment(Simulator.java:736)
	com.lti.executor.Simulator.simulate(Simulator.java:950)
	com.lti.executor.Executor.execute(Executor.java:804)
	com.lti.executor.Executor.execute(Executor.java:975)
	com.lti.executor.Executor.execute(Executor.java:907)
	com.lti.executor.BatchExecutorThread.run(BatchExecutorThread.java:223)
"
