2
33510,asdfsdf Strategic Asset Allocation Moderate,2011-09-07 00:00:00,fail,2011-09-08 17:07:11,2011-09-08 17:08:23,72.473secs,success.
33509,asdfsdf Tactical Asset Allocation Moderate,2011-05-27 00:00:00,fail,2011-09-08 17:08:23,2011-09-08 17:09:10,47.079secs,success.
